"API Name","Chitosan Mass Fraction (%)","Alginate Mass Fraction (%)","Surfactant Mass Fraction (%)","Crosslinker Mass Fraction (%)","Total Solid Concentration (mg/mL)","Particle Size (nm)","Zeta Potential (mV)","Encapsulation Efficiency (%)","Effective SLogP","Effective TPSA","Effective AMW","Effective NumRotBonds","Effective NumHBD","Effective NumHBA","Effective NumAromaticRings","Effective NumSaturatedRings","Effective NumAliphaticRings","Effective MolMR","Effective FractionCSP3","Effective NumHeteroatoms","Total API Mass Fraction (%)","Emulsion_Solvent_Evaporation","Contains_Surfactant","Surfactant_HLB","Surfactant_MW","Crosslinker_Cationic_Valency","Crosslinker_Anic_Valency","Crosslinker_Cationic_Charge_Density","Crosslinker_Anic_Charge_Density","Contains_Crosslinker","Chitosan_DDA_Pct","Chitosan_MW_Grade_Encoded","Stirring_Speed_RPM","Temperature_C","Sonication_Time_min","pH_Standardized"
"Gatifloxacin",15.267175572519085,45.80152671755725,38.16793893129771,0,13.1,389,30.2,66.91,1.9803999999999997,83.8,375.40000000000015,4,2,6,2,2,2,99.62600000000006,0.47368421052631576,8,0.7633587786259541,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Gatifloxacin",20,20,50,0,10,391,37.8,64.43,1.9803999999999997,83.8,375.40000000000015,4,2,6,2,2,2,99.62600000000006,0.47368421052631576,8,10,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Gatifloxacin",14.285714285714285,42.857142857142854,35.714285714285715,0,14,409,30.8,68.22,1.9803999999999997,83.8,375.40000000000015,4,2,6,2,2,2,99.62600000000006,0.47368421052631576,8,7.142857142857142,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Gatifloxacin",17.24137931034483,34.48275862068966,43.103448275862064,0,11.6,317,34.7,81.48,1.9803999999999997,83.8,375.40000000000015,4,2,6,2,2,2,99.62600000000006,0.47368421052631576,8,5.172413793103448,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Gatifloxacin",17.24137931034483,34.48275862068966,43.103448275862064,0,11.6,298,33.1,77.67,1.9803999999999997,83.8,375.40000000000015,4,2,6,2,2,2,99.62600000000006,0.47368421052631576,8,5.172413793103448,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Gatifloxacin",17.24137931034483,34.48275862068966,43.103448275862064,0,11.6,317,35.5,82.56,1.9803999999999997,83.8,375.40000000000015,4,2,6,2,2,2,99.62600000000006,0.47368421052631576,8,5.172413793103448,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Gatifloxacin",19.130434782608695,33.04347826086956,43.47826086956522,0,11.5,347,38.6,79.63,1.9803999999999997,83.8,375.40000000000015,4,2,6,2,2,2,99.62600000000006,0.47368421052631576,8,4.3478260869565215,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Gatifloxacin",14.655172413793101,37.06896551724138,43.103448275862064,0,11.6,281,31.3,,1.9803999999999997,83.8,375.40000000000015,4,2,6,2,2,2,99.62600000000006,0.47368421052631576,8,5.172413793103448,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Gatifloxacin",17.543859649122805,34.21052631578947,43.859649122807014,0,11.4,315,34.1,79.13,1.9803999999999997,83.8,375.40000000000015,4,2,6,2,2,2,99.62600000000006,0.47368421052631576,8,4.385964912280701,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Gatifloxacin",18.421052631578945,32.45614035087719,43.859649122807014,0,11.4,323,34.4,80.18,1.9803999999999997,83.8,375.40000000000015,4,2,6,2,2,2,99.62600000000006,0.47368421052631576,8,5.263157894736842,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Gatifloxacin",20.689655172413794,31.896551724137932,43.103448275862064,0,11.6,370,40.2,77.89,1.9803999999999997,83.8,375.40000000000015,4,2,6,2,2,2,99.62600000000006,0.47368421052631576,8,4.310344827586207,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Gatifloxacin",22.413793103448278,30.17241379310345,43.103448275862064,0,11.6,403,39.7,75.88,1.9803999999999997,83.8,375.40000000000015,4,2,6,2,2,2,99.62600000000006,0.47368421052631576,8,4.310344827586207,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Meloxicam",23.565371721553937,70.81443502267798,0,0,0.6248921749845964,332,-25.1,14,1.9509199999999998,99.6,351.4090000000001,2,2,6,2,0,1,86.42030000000004,0.14285714285714285,9,5.620193255768093,0,1,22,12600,2,0,0.018021265092809515,0,1,85,1,1200,25,1,5
"Meloxicam",8.20712602574274,85.04339794673835,0,0,0.5203388786198397,247,-21.6,22,1.9509199999999998,99.6,351.4090000000001,2,2,6,2,0,1,86.42030000000004,0.14285714285714285,9,6.749476027518915,0,1,22,12600,2,0,0.018021265092809515,0,1,85,1,1200,25,1,5
"Meloxicam",21.090716554888814,63.378044475820694,10.501235439463468,0,0.6982131854590264,428,-24.2,25,1.9509199999999998,99.6,351.4090000000001,2,2,6,2,0,1,86.42030000000004,0.14285714285714285,9,5.030003529827039,0,1,22,12600,2,0,0.018021265092809515,0,1,85,1,1200,25,1,5
"Meloxicam",7.193490467146166,74.53996325933308,12.350676173573705,0,0.5936598890942698,275,-19.6,20,1.9509199999999998,99.6,351.4090000000001,2,2,6,2,0,1,86.42030000000004,0.14285714285714285,9,5.915870099947068,0,1,22,12600,2,0,0.018021265092809515,0,1,85,1,1200,25,1,5
"Meloxicam",22.86643704554152,68.71412169919631,5.6926903941829305,0,0.6439926062846582,375,-24.4,37,1.9509199999999998,99.6,351.4090000000001,2,2,6,2,0,1,86.42030000000004,0.14285714285714285,9,2.7267508610792186,0,1,22,12600,2,0,0.018021265092809515,0,1,85,1,1200,25,1,5
"Meloxicam",7.916528651871483,82.03218695388973,6.7960388801955425,0,0.5394393099199014,265,-19.6,40,1.9509199999999998,99.6,351.4090000000001,2,2,6,2,0,1,86.42030000000004,0.14285714285714285,9,3.255245514043243,0,1,22,12600,2,0,0.018021265092809515,0,1,85,1,1200,25,1,5
"Meloxicam",21.68390491743785,65.16058791507893,5.398294320450009,0,0.6791127541589649,410,-22.3,10,1.9509199999999998,99.6,351.4090000000001,2,2,6,2,0,1,86.42030000000004,0.14285714285714285,9,7.757212847033205,0,1,22,12600,2,0,0.018021265092809515,0,1,85,1,1200,25,1,5
"Meloxicam",7.432628068331708,77.01794082637183,6.380628625966477,0,0.5745594577942083,321,-20.8,20,1.9509199999999998,99.6,351.4090000000001,2,2,6,2,0,1,86.42030000000004,0.14285714285714285,9,9.16880247932998,0,1,22,12600,2,0,0.018021265092809515,0,1,85,1,1200,25,1,5
"Meloxicam",13.076376843649232,83.60592761603203,0,0,0.5292852741836106,315,-23.7,34,1.9509199999999998,99.6,351.4090000000001,2,2,6,2,0,1,86.42030000000004,0.14285714285714285,9,3.317695540318731,0,1,22,12600,2,0,0.018021265092809515,0,1,85,1,1200,25,1,5
"Meloxicam",11.48533276075376,73.43333026594277,12.167315931004161,0,0.6026062846580407,319,-20.4,37,1.9509199999999998,99.6,351.4090000000001,2,2,6,2,0,1,86.42030000000004,0.14285714285714285,9,2.9140210422993156,0,1,22,12600,2,0,0.018021265092809515,0,1,85,1,1200,25,1,5
"Meloxicam",12.262698819907646,78.40354573540169,0,0,0.5644054220579174,347,-19.1,10,1.9509199999999998,99.6,351.4090000000001,2,2,6,2,0,1,86.42030000000004,0.14285714285714285,9,9.333755444690677,0,1,22,12600,2,0,0.018021265092809515,0,1,85,1,1200,25,1,5
"Meloxicam",10.852825521965547,69.38929306396918,11.497251287402298,0,0.6377264325323474,446,-22.3,18,1.9509199999999998,99.6,351.4090000000001,2,2,6,2,0,1,86.42030000000004,0.14285714285714285,9,8.260630126662996,0,1,22,12600,2,0,0.018021265092809515,0,1,85,1,1200,25,1,5
"Meloxicam",11.861292672882591,75.8370906940646,6.282799911301648,0,0.583505853357979,253,-17.2,55,1.9509199999999998,99.6,351.4090000000001,2,2,6,2,0,1,86.42030000000004,0.14285714285714285,9,6.018816721751159,0,1,22,12600,2,0,0.018021265092809515,0,1,85,1,1200,25,1,5
